age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
56,technician,married,unknown,no,yes,no,telephone,May,Tuesday,174,2,nonexistent,Not Subscribed,1,New South Wales
34,technician,married,university.degree,no,yes,no,telephone,May,Tuesday,226,2,nonexistent,Not Subscribed,1,New South Wales
41,unemployed,married,basic.9y,unknown,no,no,telephone,May,Tuesday,111,2,nonexistent,Not Subscribed,1,Western Australia
41,services,married,basic.9y,no,no,no,telephone,May,Tuesday,157,2,nonexistent,Not Subscribed,1,Queensland
36,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,46,1,nonexistent,Not Subscribed,1,Western Australia
32,admin.,single,university.degree,unknown,unknown,unknown,telephone,May,Tuesday,49,1,nonexistent,Not Subscribed,1,Queensland
31,services,married,high.school,unknown,unknown,unknown,telephone,May,Tuesday,374,1,nonexistent,Not Subscribed,1,New South Wales
38,technician,married,professional.course,no,yes,no,telephone,May,Tuesday,349,1,nonexistent,Not Subscribed,1,Victoria
35,admin.,divorced,university.degree,unknown,yes,no,telephone,May,Tuesday,325,1,nonexistent,Not Subscribed,1,Tasmania
53,admin.,married,professional.course,no,yes,no,telephone,May,Tuesday,233,2,nonexistent,Not Subscribed,1,Western Australia
51,admin.,married,basic.6y,unknown,yes,no,telephone,May,Tuesday,531,1,nonexistent,Not Subscribed,1,Victoria
56,entrepreneur,married,university.degree,unknown,no,no,telephone,May,Tuesday,153,1,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,basic.9y,no,unknown,unknown,telephone,May,Tuesday,80,1,nonexistent,Not Subscribed,1,Queensland
33,admin.,married,basic.9y,no,no,no,telephone,May,Tuesday,198,1,nonexistent,Not Subscribed,1,New South Wales
51,services,divorced,high.school,unknown,yes,no,telephone,May,Tuesday,568,1,nonexistent,Not Subscribed,1,South Australia
39,services,married,high.school,unknown,yes,no,telephone,May,Tuesday,918,1,nonexistent,Subscribed,0,Victoria
45,entrepreneur,married,university.degree,no,no,no,telephone,May,Tuesday,82,1,nonexistent,Not Subscribed,1,New South Wales
40,technician,single,university.degree,no,no,no,telephone,May,Tuesday,198,3,nonexistent,Not Subscribed,1,Victoria
60,unknown,single,unknown,unknown,yes,no,telephone,May,Tuesday,211,1,nonexistent,Not Subscribed,1,New South Wales
33,technician,married,university.degree,no,yes,no,telephone,May,Tuesday,120,1,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,high.school,unknown,yes,no,telephone,May,Tuesday,269,1,nonexistent,Not Subscribed,1,New South Wales
48,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,128,1,nonexistent,Not Subscribed,1,Victoria
43,entrepreneur,married,high.school,no,no,no,telephone,May,Tuesday,166,2,nonexistent,Not Subscribed,1,South Australia
37,management,married,university.degree,no,yes,no,telephone,May,Tuesday,211,1,nonexistent,Not Subscribed,1,Queensland
50,services,married,basic.9y,no,yes,yes,telephone,May,Tuesday,369,1,nonexistent,Not Subscribed,1,Victoria
59,entrepreneur,married,high.school,no,yes,no,telephone,May,Tuesday,91,1,nonexistent,Not Subscribed,1,Queensland
32,technician,married,unknown,unknown,yes,no,telephone,May,Tuesday,267,2,nonexistent,Not Subscribed,1,New South Wales
42,housemaid,single,basic.4y,unknown,yes,no,telephone,May,Tuesday,198,1,nonexistent,Not Subscribed,1,Victoria
52,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,371,2,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,unknown,unknown,no,no,telephone,May,Tuesday,288,2,nonexistent,Not Subscribed,1,Victoria
42,admin.,married,unknown,no,no,no,telephone,May,Tuesday,221,1,nonexistent,Not Subscribed,1,Tasmania
40,management,married,basic.9y,unknown,unknown,unknown,telephone,May,Tuesday,427,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,310,1,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.6y,no,yes,no,telephone,May,Tuesday,158,1,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,married,basic.6y,no,no,no,telephone,May,Tuesday,198,1,nonexistent,Not Subscribed,1,New South Wales
38,admin.,married,high.school,no,no,no,telephone,May,Tuesday,145,1,nonexistent,Not Subscribed,1,Queensland
47,admin.,single,unknown,unknown,yes,no,telephone,May,Tuesday,247,1,nonexistent,Not Subscribed,1,Tasmania
30,services,single,high.school,no,no,no,telephone,May,Tuesday,102,1,nonexistent,Not Subscribed,1,Victoria
38,admin.,divorced,high.school,no,yes,yes,telephone,May,Tuesday,179,2,nonexistent,Not Subscribed,1,New South Wales
39,technician,divorced,university.degree,no,no,no,telephone,May,Tuesday,73,1,nonexistent,Not Subscribed,1,Queensland
44,admin.,married,high.school,no,no,no,telephone,May,Tuesday,263,2,nonexistent,Not Subscribed,1,Victoria
36,admin.,married,high.school,no,no,no,telephone,May,Tuesday,342,2,nonexistent,Not Subscribed,1,Tasmania
41,services,married,high.school,unknown,yes,yes,telephone,May,Tuesday,41,1,nonexistent,Not Subscribed,1,Western Australia
41,blue-collar,married,basic.6y,no,no,no,telephone,May,Tuesday,13,1,nonexistent,Not Subscribed,1,Victoria
35,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,79,2,nonexistent,Not Subscribed,1,New South Wales
41,technician,married,high.school,no,no,no,telephone,May,Tuesday,358,1,nonexistent,Not Subscribed,1,New South Wales
36,services,married,high.school,unknown,no,no,telephone,May,Tuesday,162,1,nonexistent,Not Subscribed,1,Queensland
35,admin.,single,high.school,no,yes,yes,telephone,May,Tuesday,150,1,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,single,basic.4y,unknown,no,no,telephone,May,Tuesday,26,1,nonexistent,Not Subscribed,1,Victoria
38,admin.,single,basic.6y,unknown,no,no,telephone,May,Tuesday,250,1,nonexistent,Not Subscribed,1,Western Australia
33,self-employed,married,university.degree,no,no,no,telephone,May,Tuesday,792,1,nonexistent,Not Subscribed,1,New South Wales
55,self-employed,married,unknown,unknown,no,no,telephone,May,Tuesday,146,1,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Tuesday,440,1,nonexistent,Not Subscribed,1,Queensland
57,technician,married,professional.course,unknown,no,yes,telephone,May,Tuesday,289,1,nonexistent,Not Subscribed,1,New South Wales
32,entrepreneur,single,university.degree,no,yes,no,telephone,May,Tuesday,242,2,nonexistent,Not Subscribed,1,New South Wales
30,self-employed,single,high.school,no,yes,no,telephone,May,Tuesday,123,1,nonexistent,Not Subscribed,1,South Australia
43,admin.,married,professional.course,no,yes,yes,telephone,May,Tuesday,161,2,nonexistent,Not Subscribed,1,Queensland
46,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,268,2,nonexistent,Not Subscribed,1,Queensland
35,admin.,divorced,high.school,no,no,yes,telephone,May,Tuesday,259,2,nonexistent,Not Subscribed,1,New South Wales
34,admin.,single,university.degree,no,yes,yes,telephone,May,Tuesday,26,1,nonexistent,Not Subscribed,1,Western Australia
50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,May,Tuesday,153,1,nonexistent,Not Subscribed,1,Queensland
39,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,424,2,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,375,1,nonexistent,Not Subscribed,1,South Australia
42,entrepreneur,married,basic.6y,no,no,no,telephone,May,Tuesday,179,2,nonexistent,Not Subscribed,1,Queensland
57,retired,married,university.degree,no,yes,no,telephone,May,Tuesday,383,1,nonexistent,Not Subscribed,1,New South Wales
45,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tuesday,440,1,nonexistent,Not Subscribed,1,Queensland
40,technician,married,basic.4y,no,no,yes,telephone,May,Tuesday,195,1,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,high.school,no,no,yes,telephone,May,Tuesday,1297,3,nonexistent,Subscribed,0,New South Wales
40,technician,married,basic.4y,no,no,no,telephone,May,Tuesday,217,1,nonexistent,Not Subscribed,1,New South Wales
38,blue-collar,single,basic.4y,unknown,no,no,telephone,May,Tuesday,87,1,nonexistent,Not Subscribed,1,Queensland
39,blue-collar,married,basic.6y,unknown,yes,yes,telephone,May,Tuesday,427,1,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,189,1,nonexistent,Not Subscribed,1,Victoria
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Tuesday,502,1,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.4y,no,yes,yes,telephone,May,Tuesday,260,1,nonexistent,Not Subscribed,1,Victoria
45,admin.,married,university.degree,unknown,no,no,telephone,May,Tuesday,209,1,nonexistent,Not Subscribed,1,New South Wales
35,admin.,divorced,university.degree,no,unknown,unknown,telephone,May,Tuesday,179,1,nonexistent,Not Subscribed,1,Queensland
35,admin.,married,basic.6y,no,yes,no,telephone,May,Tuesday,179,1,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,high.school,unknown,no,no,telephone,May,Tuesday,69,1,nonexistent,Not Subscribed,1,South Australia
36,technician,married,unknown,no,no,no,telephone,May,Tuesday,105,2,nonexistent,Not Subscribed,1,South Australia
23,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,266,3,nonexistent,Not Subscribed,1,Victoria
43,unemployed,married,university.degree,unknown,unknown,unknown,telephone,May,Tuesday,87,2,nonexistent,Not Subscribed,1,Victoria
49,entrepreneur,married,professional.course,no,unknown,unknown,telephone,May,Tuesday,524,2,nonexistent,Not Subscribed,1,Queensland
36,technician,married,professional.course,no,unknown,unknown,telephone,May,Tuesday,155,2,nonexistent,Not Subscribed,1,New South Wales
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,162,2,nonexistent,Not Subscribed,1,New South Wales
56,retired,married,basic.4y,unknown,yes,yes,telephone,May,Tuesday,316,4,nonexistent,Not Subscribed,1,New South Wales
45,housemaid,married,high.school,no,no,no,telephone,May,Tuesday,352,2,nonexistent,Not Subscribed,1,Queensland
42,admin.,married,high.school,no,no,no,telephone,May,Tuesday,695,3,nonexistent,Not Subscribed,1,Northern Territory
41,admin.,divorced,high.school,no,no,no,telephone,May,Tuesday,76,4,nonexistent,Not Subscribed,1,South Australia
32,services,married,high.school,unknown,no,yes,telephone,May,Tuesday,535,2,nonexistent,Not Subscribed,1,Victoria
46,management,married,university.degree,no,no,no,telephone,May,Tuesday,310,2,nonexistent,Not Subscribed,1,South Australia
37,blue-collar,married,unknown,no,no,no,telephone,May,Tuesday,390,3,nonexistent,Not Subscribed,1,Tasmania
53,management,married,university.degree,unknown,no,no,telephone,May,Tuesday,369,1,nonexistent,Not Subscribed,1,Queensland
30,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,112,2,nonexistent,Not Subscribed,1,Victoria
45,unknown,married,unknown,unknown,no,no,telephone,May,Tuesday,79,1,nonexistent,Not Subscribed,1,Victoria
24,technician,single,professional.course,no,no,yes,telephone,May,Tuesday,140,2,nonexistent,Not Subscribed,1,New South Wales
45,unknown,married,unknown,unknown,no,no,telephone,May,Tuesday,315,1,nonexistent,Not Subscribed,1,New South Wales
34,admin.,single,university.degree,no,no,yes,telephone,May,Tuesday,262,2,nonexistent,Not Subscribed,1,South Australia
41,management,married,university.degree,unknown,no,no,telephone,May,Tuesday,174,2,nonexistent,Not Subscribed,1,Victoria
59,blue-collar,married,basic.4y,no,yes,no,telephone,May,Tuesday,424,2,nonexistent,Not Subscribed,1,Victoria
45,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tuesday,135,1,nonexistent,Not Subscribed,1,Victoria
54,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Tuesday,36,5,nonexistent,Not Subscribed,1,Victoria
32,technician,married,professional.course,no,no,no,telephone,May,Tuesday,1906,3,nonexistent,Not Subscribed,1,Tasmania
33,technician,married,professional.course,no,yes,no,telephone,May,Tuesday,219,2,nonexistent,Not Subscribed,1,Victoria
32,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,135,1,nonexistent,Not Subscribed,1,Queensland
34,services,single,high.school,no,unknown,unknown,telephone,May,Tuesday,147,2,nonexistent,Not Subscribed,1,Victoria
46,management,married,university.degree,no,no,no,telephone,May,Tuesday,407,2,nonexistent,Not Subscribed,1,New South Wales
57,technician,married,professional.course,no,yes,no,telephone,May,Tuesday,402,4,nonexistent,Not Subscribed,1,Western Australia
42,technician,married,basic.9y,no,no,no,telephone,May,Tuesday,209,1,nonexistent,Not Subscribed,1,Queensland
48,admin.,married,professional.course,no,yes,no,telephone,May,Tuesday,92,2,nonexistent,Not Subscribed,1,Victoria
58,admin.,divorced,university.degree,unknown,yes,no,telephone,May,Tuesday,208,1,nonexistent,Not Subscribed,1,New South Wales
34,services,married,high.school,no,no,no,telephone,May,Tuesday,193,1,nonexistent,Not Subscribed,1,Queensland
32,admin.,single,university.degree,no,yes,yes,telephone,May,Tuesday,65,1,nonexistent,Not Subscribed,1,New South Wales
48,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,284,2,nonexistent,Not Subscribed,1,Victoria
47,blue-collar,married,basic.9y,no,no,no,telephone,May,Tuesday,285,1,nonexistent,Not Subscribed,1,South Australia
31,services,married,high.school,unknown,no,no,telephone,May,Tuesday,231,1,nonexistent,Not Subscribed,1,New South Wales
32,admin.,single,university.degree,no,yes,no,telephone,May,Tuesday,278,1,nonexistent,Not Subscribed,1,Victoria
32,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,389,1,nonexistent,Not Subscribed,1,Tasmania
36,services,married,high.school,no,no,no,telephone,May,Tuesday,158,1,nonexistent,Not Subscribed,1,Victoria
53,blue-collar,married,basic.4y,unknown,no,yes,telephone,May,Tuesday,78,2,nonexistent,Not Subscribed,1,Victoria
37,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Tuesday,258,5,nonexistent,Not Subscribed,1,Victoria
50,services,married,high.school,no,no,no,telephone,May,Tuesday,87,1,nonexistent,Not Subscribed,1,Queensland
46,blue-collar,married,basic.6y,no,yes,no,telephone,May,Tuesday,147,2,nonexistent,Not Subscribed,1,Queensland
41,admin.,married,high.school,no,no,no,telephone,May,Tuesday,635,1,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,single,basic.4y,no,no,no,telephone,May,Tuesday,289,1,nonexistent,Not Subscribed,1,New South Wales
51,management,married,university.degree,no,yes,no,telephone,May,Tuesday,170,3,nonexistent,Not Subscribed,1,Victoria
38,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,802,1,nonexistent,Not Subscribed,1,New South Wales
41,technician,married,basic.6y,no,yes,no,telephone,May,Tuesday,381,2,nonexistent,Not Subscribed,1,Victoria
39,services,married,high.school,unknown,no,no,telephone,May,Tuesday,218,4,nonexistent,Not Subscribed,1,Victoria
52,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,57,2,nonexistent,Not Subscribed,1,Queensland
37,technician,married,professional.course,no,yes,no,telephone,May,Tuesday,304,2,nonexistent,Not Subscribed,1,Western Australia
41,admin.,married,basic.9y,no,yes,no,telephone,May,Tuesday,241,3,nonexistent,Not Subscribed,1,Queensland
46,admin.,divorced,university.degree,no,yes,yes,telephone,May,Tuesday,230,1,nonexistent,Not Subscribed,1,New South Wales
47,technician,married,professional.course,no,no,no,telephone,May,Tuesday,79,4,nonexistent,Not Subscribed,1,Queensland
35,technician,married,professional.course,no,no,no,telephone,May,Tuesday,262,3,nonexistent,Not Subscribed,1,Victoria
38,services,married,high.school,unknown,no,no,telephone,May,Tuesday,392,2,nonexistent,Not Subscribed,1,Victoria
30,blue-collar,single,unknown,no,yes,yes,telephone,May,Tuesday,201,2,nonexistent,Not Subscribed,1,Victoria
46,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,145,1,nonexistent,Not Subscribed,1,Western Australia
30,technician,married,professional.course,no,no,no,telephone,May,Tuesday,252,1,nonexistent,Not Subscribed,1,Victoria
35,services,single,basic.4y,no,no,no,telephone,May,Tuesday,329,1,nonexistent,Not Subscribed,1,Queensland
58,admin.,married,unknown,unknown,yes,no,telephone,May,Tuesday,328,2,nonexistent,Not Subscribed,1,Tasmania
40,technician,married,professional.course,no,no,no,telephone,May,Tuesday,191,2,nonexistent,Not Subscribed,1,New South Wales
34,technician,married,university.degree,no,no,no,telephone,May,Tuesday,116,2,nonexistent,Not Subscribed,1,South Australia
30,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,246,1,nonexistent,Not Subscribed,1,New South Wales
38,services,married,basic.6y,no,no,no,telephone,May,Tuesday,532,2,nonexistent,Not Subscribed,1,New South Wales
55,management,single,basic.4y,no,no,no,telephone,May,Tuesday,293,1,nonexistent,Not Subscribed,1,New South Wales
55,management,married,university.degree,unknown,yes,no,telephone,May,Tuesday,416,3,nonexistent,Not Subscribed,1,New South Wales
45,technician,single,professional.course,no,yes,no,telephone,May,Tuesday,37,2,nonexistent,Not Subscribed,1,New South Wales
36,admin.,married,university.degree,no,yes,yes,telephone,May,Tuesday,132,2,nonexistent,Not Subscribed,1,New South Wales
32,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,530,2,nonexistent,Not Subscribed,1,Western Australia
35,technician,married,unknown,unknown,yes,no,telephone,May,Tuesday,175,3,nonexistent,Not Subscribed,1,New South Wales
55,management,divorced,university.degree,no,yes,no,telephone,May,Tuesday,90,5,nonexistent,Not Subscribed,1,Queensland
49,housemaid,married,basic.4y,unknown,unknown,unknown,telephone,May,Tuesday,524,2,nonexistent,Not Subscribed,1,Victoria
29,admin.,married,high.school,no,yes,no,telephone,May,Tuesday,29,3,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,married,basic.4y,no,yes,no,telephone,May,Tuesday,311,2,nonexistent,Not Subscribed,1,South Australia
54,retired,married,high.school,unknown,yes,no,telephone,May,Tuesday,412,1,nonexistent,Not Subscribed,1,New South Wales
36,technician,single,professional.course,no,no,no,telephone,May,Tuesday,211,2,nonexistent,Not Subscribed,1,Victoria
30,management,single,university.degree,no,yes,no,telephone,May,Tuesday,312,3,nonexistent,Not Subscribed,1,Queensland
33,housemaid,divorced,university.degree,no,no,no,telephone,May,Tuesday,392,1,nonexistent,Not Subscribed,1,New South Wales
37,blue-collar,married,high.school,no,no,no,telephone,May,Tuesday,191,1,nonexistent,Not Subscribed,1,Queensland
36,technician,married,basic.9y,unknown,yes,no,telephone,May,Tuesday,284,2,nonexistent,Not Subscribed,1,Western Australia
33,blue-collar,married,high.school,no,no,no,telephone,May,Tuesday,328,1,nonexistent,Not Subscribed,1,New South Wales
32,housemaid,married,high.school,no,yes,no,telephone,May,Tuesday,100,1,nonexistent,Not Subscribed,1,New South Wales
32,housemaid,married,high.school,no,no,no,telephone,May,Tuesday,226,1,nonexistent,Not Subscribed,1,South Australia
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,507,1,nonexistent,Not Subscribed,1,Western Australia
39,blue-collar,married,basic.9y,no,no,yes,telephone,May,Tuesday,333,2,nonexistent,Not Subscribed,1,Queensland
51,blue-collar,divorced,unknown,unknown,yes,yes,telephone,May,Tuesday,128,2,nonexistent,Not Subscribed,1,Queensland
33,services,married,high.school,no,no,no,telephone,May,Tuesday,322,2,nonexistent,Not Subscribed,1,New South Wales
33,services,married,basic.4y,no,no,no,telephone,May,Tuesday,202,4,nonexistent,Not Subscribed,1,New South Wales
56,management,married,university.degree,unknown,no,yes,telephone,May,Tuesday,92,2,nonexistent,Not Subscribed,1,Queensland
39,management,divorced,university.degree,unknown,yes,no,telephone,May,Tuesday,205,2,nonexistent,Not Subscribed,1,New South Wales
33,self-employed,single,university.degree,no,no,no,telephone,May,Tuesday,739,3,nonexistent,Not Subscribed,1,Western Australia
59,retired,divorced,basic.4y,unknown,no,no,telephone,May,Tuesday,273,2,nonexistent,Not Subscribed,1,Victoria
42,admin.,single,unknown,no,yes,no,telephone,May,Tuesday,339,3,nonexistent,Not Subscribed,1,New South Wales
43,services,married,high.school,no,no,yes,telephone,May,Tuesday,262,1,nonexistent,Not Subscribed,1,New South Wales
35,admin.,married,university.degree,no,unknown,unknown,telephone,May,Tuesday,308,3,nonexistent,Not Subscribed,1,Northern Territory
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Tuesday,467,2,nonexistent,Not Subscribed,1,Victoria
27,technician,married,basic.9y,no,no,yes,telephone,May,Tuesday,245,2,nonexistent,Not Subscribed,1,Western Australia
47,admin.,divorced,university.degree,no,yes,no,telephone,May,Tuesday,160,3,nonexistent,Not Subscribed,1,New South Wales
31,admin.,single,university.degree,no,no,no,telephone,May,Tuesday,189,2,nonexistent,Not Subscribed,1,New South Wales
32,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,477,1,nonexistent,Not Subscribed,1,New South Wales
54,admin.,married,high.school,no,no,no,telephone,May,Tuesday,65,3,nonexistent,Not Subscribed,1,Queensland
56,management,married,university.degree,unknown,no,no,telephone,May,Tuesday,191,1,nonexistent,Not Subscribed,1,New South Wales
48,services,single,high.school,unknown,yes,no,telephone,May,Tuesday,196,2,nonexistent,Not Subscribed,1,New South Wales
44,admin.,married,high.school,no,yes,no,telephone,May,Tuesday,221,2,nonexistent,Not Subscribed,1,Victoria
46,admin.,married,high.school,no,no,yes,telephone,May,Tuesday,197,2,nonexistent,Not Subscribed,1,Victoria
45,services,married,high.school,no,yes,no,telephone,May,Tuesday,178,2,nonexistent,Not Subscribed,1,New South Wales
43,admin.,married,professional.course,no,no,yes,telephone,May,Tuesday,221,2,nonexistent,Not Subscribed,1,New South Wales
40,admin.,single,high.school,unknown,no,no,telephone,May,Tuesday,64,2,nonexistent,Not Subscribed,1,South Australia
56,management,married,university.degree,no,yes,no,telephone,May,Tuesday,75,2,nonexistent,Not Subscribed,1,New South Wales
47,entrepreneur,married,professional.course,no,no,no,telephone,May,Tuesday,400,2,nonexistent,Not Subscribed,1,Tasmania
39,management,divorced,university.degree,unknown,yes,no,telephone,May,Tuesday,378,3,nonexistent,Not Subscribed,1,Victoria
48,technician,married,basic.4y,unknown,no,no,telephone,May,Tuesday,118,2,nonexistent,Not Subscribed,1,Western Australia
45,housemaid,married,professional.course,unknown,yes,no,telephone,May,Tuesday,1597,2,nonexistent,Subscribed,0,New South Wales
36,self-employed,married,university.degree,no,no,no,telephone,May,Tuesday,346,2,nonexistent,Not Subscribed,1,New South Wales
49,management,married,professional.course,unknown,yes,no,telephone,May,Tuesday,107,2,nonexistent,Not Subscribed,1,Western Australia
46,services,married,high.school,no,no,no,telephone,May,Tuesday,60,3,nonexistent,Not Subscribed,1,Queensland
38,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,276,2,nonexistent,Not Subscribed,1,Victoria
50,housemaid,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,176,2,nonexistent,Not Subscribed,1,Victoria
27,admin.,single,high.school,no,yes,no,telephone,May,Tuesday,390,2,nonexistent,Not Subscribed,1,Western Australia
40,technician,married,professional.course,unknown,yes,no,telephone,May,Tuesday,251,3,nonexistent,Not Subscribed,1,Queensland
46,management,married,university.degree,no,yes,no,telephone,May,Tuesday,716,2,nonexistent,Not Subscribed,1,Victoria
40,admin.,divorced,university.degree,no,yes,no,telephone,May,Tuesday,189,3,nonexistent,Not Subscribed,1,Queensland
33,management,single,university.degree,no,no,no,telephone,May,Tuesday,125,2,nonexistent,Not Subscribed,1,Victoria
54,retired,married,high.school,no,yes,no,telephone,May,Tuesday,234,2,nonexistent,Not Subscribed,1,Queensland
52,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Tuesday,79,2,nonexistent,Not Subscribed,1,Victoria
53,admin.,married,university.degree,unknown,yes,no,telephone,May,Tuesday,13,6,nonexistent,Not Subscribed,1,Victoria
49,services,married,high.school,unknown,no,no,telephone,May,Tuesday,296,3,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Tuesday,114,2,nonexistent,Not Subscribed,1,Tasmania
49,housemaid,married,basic.4y,no,no,no,telephone,May,Tuesday,283,3,nonexistent,Not Subscribed,1,New South Wales
40,entrepreneur,married,basic.9y,no,no,no,telephone,May,Tuesday,109,2,nonexistent,Not Subscribed,1,Queensland
59,admin.,married,university.degree,unknown,no,no,telephone,May,Tuesday,132,2,nonexistent,Not Subscribed,1,New South Wales
51,self-employed,married,basic.9y,no,yes,no,telephone,May,Tuesday,144,2,nonexistent,Not Subscribed,1,New South Wales
57,housemaid,married,basic.6y,unknown,yes,no,telephone,May,Tuesday,121,2,nonexistent,Not Subscribed,1,New South Wales
38,self-employed,divorced,basic.9y,no,yes,no,telephone,May,Tuesday,95,3,nonexistent,Not Subscribed,1,Victoria
52,self-employed,married,university.degree,no,no,no,telephone,May,Tuesday,31,3,nonexistent,Not Subscribed,1,New South Wales
26,unemployed,single,basic.9y,no,yes,no,telephone,May,Tuesday,112,3,nonexistent,Not Subscribed,1,New South Wales
35,admin.,married,university.degree,no,yes,yes,telephone,May,Tuesday,161,2,nonexistent,Not Subscribed,1,Victoria
51,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,87,4,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,May,Tuesday,593,2,nonexistent,Not Subscribed,1,New South Wales
42,admin.,married,high.school,unknown,yes,no,telephone,May,Tuesday,99,2,nonexistent,Not Subscribed,1,Western Australia
60,retired,divorced,university.degree,unknown,yes,no,telephone,May,Tuesday,198,2,nonexistent,Not Subscribed,1,Queensland
36,blue-collar,married,basic.9y,no,yes,no,telephone,May,Tuesday,285,2,nonexistent,Not Subscribed,1,New South Wales
57,management,married,university.degree,unknown,no,no,telephone,May,Tuesday,190,3,nonexistent,Not Subscribed,1,Queensland
35,student,single,university.degree,unknown,no,no,telephone,May,Tuesday,172,5,nonexistent,Not Subscribed,1,Victoria
30,admin.,married,university.degree,no,no,no,telephone,May,Tuesday,178,2,nonexistent,Not Subscribed,1,Queensland
43,services,married,high.school,no,no,no,telephone,May,Tuesday,174,2,nonexistent,Not Subscribed,1,Victoria
40,technician,married,basic.9y,no,no,no,telephone,May,Tuesday,631,2,nonexistent,Not Subscribed,1,Victoria
45,technician,married,university.degree,no,no,no,telephone,May,Tuesday,152,3,nonexistent,Not Subscribed,1,New South Wales
56,retired,married,high.school,no,no,no,telephone,May,Tuesday,176,5,nonexistent,Not Subscribed,1,Queensland
46,services,married,basic.6y,no,no,no,telephone,May,Tuesday,32,3,nonexistent,Not Subscribed,1,Western Australia
41,blue-collar,married,basic.4y,no,yes,no,telephone,May,Tuesday,1529,2,nonexistent,Not Subscribed,1,Victoria
42,admin.,married,university.degree,no,yes,no,telephone,May,Tuesday,254,2,nonexistent,Not Subscribed,1,Queensland
56,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,214,2,nonexistent,Not Subscribed,1,New South Wales
43,entrepreneur,married,basic.4y,no,yes,no,telephone,May,Tuesday,147,3,nonexistent,Not Subscribed,1,Tasmania
34,blue-collar,married,basic.4y,no,no,no,telephone,May,Tuesday,800,4,nonexistent,Not Subscribed,1,Queensland
38,services,married,high.school,no,yes,no,telephone,May,Tuesday,106,2,nonexistent,Not Subscribed,1,Queensland
40,technician,married,basic.9y,no,no,no,telephone,May,Tuesday,135,2,nonexistent,Not Subscribed,1,New South Wales
38,admin.,married,high.school,no,no,no,telephone,May,Tuesday,112,4,nonexistent,Not Subscribed,1,Tasmania
48,entrepreneur,married,university.degree,no,yes,no,telephone,May,Tuesday,222,2,nonexistent,Not Subscribed,1,New South Wales
